vehicle_id,agent_name,vehicle_type,zone,timestamp,hour,speed_kmh,distance_km,idle_time_min,delivery_time_min,status,latitude,longitude
VH247,Agent_247,Bike,Ambattur,2024-03-20 14:32:00,14,33.8,14.59,16.2,20.7,Idle,13.067643,80.141475
VH247,Agent_247,Bike,Ambattur,2024-01-09 18:28:00,18,26.3,14.65,2.4,36.8,Active,13.071538,80.200213
VH247,Agent_247,Bike,Ambattur,2024-03-04 10:02:00,10,11.4,11.05,4.3,53.9,Delayed,13.086626,80.197031
VH248,Agent_248,Scooter,Anna Nagar,2024-01-27 11:18:00,11,33.2,10.23,0.4,56.4,Delayed,13.090406,80.253183
VH248,Agent_248,Scooter,Anna Nagar,2024-01-02 09:27:00,9,29.5,9.18,15.2,27.2,Idle,13.035535,80.234924
VH248,Agent_248,Scooter,Anna Nagar,2024-02-11 20:34:00,20,28.0,4.01,19.9,57.8,Idle,13.128368,80.214339
VH248,Agent_248,Scooter,Anna Nagar,2024-01-11 22:32:00,22,19.5,9.36,4.7,59.8,Delayed,13.087746,80.174213
VH248,Agent_248,Scooter,Anna Nagar,2024-01-11 22:55:00,22,32.8,5.63,2.1,57.5,Delayed,13.126462,80.180965
VH248,Agent_248,Scooter,Anna Nagar,2024-03-07 13:04:00,13,21.4,11.77,10.5,55.5,Delayed,13.101527,80.16797
VH249,Agent_249,Bike,Velachery,2024-01-10 19:04:00,19,16.4,7.96,2.4,42.2,Active,13.005095,80.198123
VH249,Agent_249,Bike,Velachery,2024-01-14 13:03:00,13,34.2,14.61,17.7,58.6,Idle,12.977839,80.227943
VH249,Agent_249,Bike,Velachery,2024-01-19 12:35:00,12,36.4,13.26,11.9,40.5,Active,12.961764,80.234237
VH249,Agent_249,Bike,Velachery,2024-03-10 16:22:00,16,21.3,9.14,3.2,47.1,Delayed,12.947328,80.236812
VH249,Agent_249,Bike,Velachery,2024-02-21 10:15:00,10,27.5,9.73,14.1,29.0,Active,12.956221,80.242838
VH249,Agent_249,Bike,Velachery,2024-03-28 14:41:00,14,17.6,8.79,5.6,19.0,Active,12.957704,80.256172
VH250,Agent_250,Scooter,Porur,2024-03-23 11:56:00,11,28.6,12.7,11.2,36.4,Active,13.047285,80.115472
VH250,Agent_250,Scooter,Porur,2024-02-08 22:48:00,22,31.8,4.33,17.1,20.1,Idle,13.025054,80.178032
VH250,Agent_250,Scooter,Porur,2024-03-27 19:16:00,19,44.1,14.5,3.8,36.0,Active,13.014154,80.144502
VH250,Agent_250,Scooter,Porur,2024-01-09 10:04:00,10,48.0,7.09,2.9,23.1,Active,12.996195,80.178602
VH250,Agent_250,Scooter,Porur,2024-03-11 11:14:00,11,52.4,13.14,7.3,19.6,Active,13.010794,80.139144
VH250,Agent_250,Scooter,Porur,2024-01-28 21:25:00,21,30.4,6.47,8.2,31.0,Active,13.019322,80.109274
VH250,Agent_250,Scooter,Porur,2024-03-03 10:02:00,10,43.1,11.44,13.9,59.7,Delayed,13.07563,80.158522
VH250,Agent_250,Scooter,Porur,2024-01-05 19:16:00,19,23.1,14.39,16.2,23.7,Idle,13.03145,80.109782
VH250,Agent_250,Scooter,Porur,2024-03-26 17:34:00,17,29.8,1.78,17.7,27.1,Idle,13.020093,80.199122
VH250,Agent_250,Scooter,Porur,2024-02-20 15:03:00,15,38.2,12.22,12.6,50.3,Delayed,12.988339,80.164842
VH250,Agent_250,Scooter,Porur,2024-02-24 09:19:00,9,12.3,11.88,9.4,42.6,Active,13.028789,80.171926
VH250,Agent_250,Scooter,Porur,2024-02-01 23:11:00,23,33.1,8.65,17.5,50.6,Idle,13.058613,80.106772
VH250,Agent_250,Scooter,Porur,2024-03-28 20:13:00,20,20.7,7.1,7.0,26.5,Active,12.989682,80.119005
VH250,Agent_250,Scooter,Porur,2024-02-27 10:48:00,10,19.6,5.74,10.0,59.0,Delayed,13.084535,80.138222
VH250,Agent_250,Scooter,Porur,2024-03-03 13:53:00,13,38.7,12.8,7.3,48.5,Delayed,13.011595,80.108791
VH251,Agent_251,Bike,Mylapore,2024-02-10 12:26:00,12,35.4,9.23,0.7,17.9,Active,13.009109,80.223252
VH251,Agent_251,Bike,Mylapore,2024-01-26 10:57:00,10,28.1,3.75,6.3,21.6,Active,13.009792,80.269195
VH251,Agent_251,Bike,Mylapore,2024-02-08 15:59:00,15,19.0,6.65,3.4,11.2,Active,13.012149,80.311654
VH251,Agent_251,Bike,Mylapore,2024-02-21 18:19:00,18,31.7,4.86,19.5,30.5,Idle,13.022242,80.255715
VH251,Agent_251,Bike,Mylapore,2024-01-05 08:09:00,8,40.5,2.66,12.0,12.0,Active,13.027985,80.290358
VH251,Agent_251,Bike,Mylapore,2024-01-23 11:27:00,11,43.6,2.53,5.9,42.3,Active,13.081209,80.251195
VH251,Agent_251,Bike,Mylapore,2024-03-24 17:46:00,17,28.2,12.89,6.9,28.3,Active,13.042869,80.227106
VH251,Agent_251,Bike,Mylapore,2024-03-27 14:16:00,14,25.4,12.82,13.6,25.1,Active,13.00742,80.305256
VH251,Agent_251,Bike,Mylapore,2024-02-02 21:39:00,21,14.2,14.26,9.3,44.3,Active,13.002629,80.263166
VH252,Agent_252,Bike,Anna Nagar,2024-03-02 11:01:00,11,49.1,6.19,11.3,10.9,Active,13.073307,80.24701
VH252,Agent_252,Bike,Anna Nagar,2024-01-17 20:41:00,20,40.5,3.11,17.6,38.0,Idle,13.091832,80.204051
VH252,Agent_252,Bike,Anna Nagar,2024-01-16 20:34:00,20,29.3,13.58,19.9,14.1,Idle,13.117074,80.221554
VH252,Agent_252,Bike,Anna Nagar,2024-01-28 14:03:00,14,21.0,3.87,16.5,40.6,Idle,13.118216,80.209501
VH252,Agent_252,Bike,Anna Nagar,2024-01-16 18:04:00,18,43.0,12.05,9.9,48.9,Delayed,13.114026,80.189675
VH252,Agent_252,Bike,Anna Nagar,2024-02-26 19:50:00,19,17.1,14.57,1.2,51.7,Delayed,13.084565,80.202212
VH252,Agent_252,Bike,Anna Nagar,2024-01-15 22:47:00,22,12.8,5.4,6.8,13.1,Active,13.048637,80.179769
VH252,Agent_252,Bike,Anna Nagar,2024-03-15 17:28:00,17,24.3,4.82,19.2,34.7,Idle,13.040533,80.179913
VH252,Agent_252,Bike,Anna Nagar,2024-01-28 16:10:00,16,23.4,13.88,12.7,43.5,Active,13.070784,80.160945
VH252,Agent_252,Bike,Anna Nagar,2024-03-12 23:58:00,23,16.8,4.56,6.7,24.4,Active,13.118921,80.163299
VH253,Agent_253,Scooter,Adyar,2024-03-12 08:08:00,8,57.5,11.61,7.7,11.5,Active,13.016578,80.245205
VH253,Agent_253,Scooter,Adyar,2024-03-22 18:29:00,18,52.4,2.01,2.6,53.4,Delayed,13.015922,80.210977
VH253,Agent_253,Scooter,Adyar,2024-03-24 15:12:00,15,29.2,2.97,14.7,49.5,Delayed,13.006162,80.295282
VH253,Agent_253,Scooter,Adyar,2024-02-14 14:01:00,14,22.1,2.05,2.5,25.0,Active,12.961666,80.288765
VH253,Agent_253,Scooter,Adyar,2024-01-04 20:36:00,20,24.3,9.63,6.2,57.0,Delayed,12.98286,80.246516
VH253,Agent_253,Scooter,Adyar,2024-01-25 14:00:00,14,14.3,6.84,14.8,31.1,Active,12.96625,80.256857
VH253,Agent_253,Scooter,Adyar,2024-02-14 12:21:00,12,26.8,12.48,15.6,35.0,Idle,13.000261,80.291377
VH253,Agent_253,Scooter,Adyar,2024-01-25 16:05:00,16,46.4,10.97,19.1,29.5,Idle,13.021806,80.255545
VH253,Agent_253,Scooter,Adyar,2024-01-11 11:46:00,11,36.2,11.47,19.2,14.1,Idle,13.008902,80.228615
VH253,Agent_253,Scooter,Adyar,2024-01-03 09:16:00,9,26.1,8.34,3.2,26.3,Active,12.978112,80.286813
VH254,Agent_254,Cycle,Ambattur,2024-03-15 11:13:00,11,33.5,2.49,7.1,13.3,Active,13.103778,80.154022
VH254,Agent_254,Cycle,Ambattur,2024-03-17 10:58:00,10,25.6,7.32,11.9,26.3,Active,13.152365,80.146091
VH254,Agent_254,Cycle,Ambattur,2024-01-23 20:36:00,20,22.4,12.39,11.2,38.2,Active,13.064535,80.12928
VH254,Agent_254,Cycle,Ambattur,2024-02-03 11:20:00,11,30.6,12.0,5.5,50.3,Delayed,13.132358,80.116926
VH254,Agent_254,Cycle,Ambattur,2024-01-20 08:48:00,8,27.4,13.3,15.7,55.8,Idle,13.129084,80.176007
VH254,Agent_254,Cycle,Ambattur,2024-01-19 11:20:00,11,18.7,7.46,12.1,17.1,Active,13.082145,80.112759
VH254,Agent_254,Cycle,Ambattur,2024-03-12 13:55:00,13,22.7,10.75,8.3,49.6,Delayed,13.14648,80.181725
VH254,Agent_254,Cycle,Ambattur,2024-03-01 10:53:00,10,36.0,12.52,2.1,28.7,Active,13.123972,80.13852
VH254,Agent_254,Cycle,Ambattur,2024-03-16 23:17:00,23,23.2,1.44,13.5,32.3,Active,13.115276,80.163326
VH254,Agent_254,Cycle,Ambattur,2024-01-28 21:32:00,21,25.7,13.48,16.9,42.3,Idle,13.100234,80.152336
VH254,Agent_254,Cycle,Ambattur,2024-02-06 09:07:00,9,46.7,1.27,16.9,20.6,Idle,13.154426,80.121192
VH254,Agent_254,Cycle,Ambattur,2024-03-18 16:32:00,16,13.9,8.48,19.1,46.7,Idle,13.102441,80.118887
VH254,Agent_254,Cycle,Ambattur,2024-02-27 21:17:00,21,47.0,9.29,10.6,23.0,Active,13.157491,80.132687
VH255,Agent_255,Cycle,Ambattur,2024-02-20 15:50:00,15,39.3,12.27,5.9,21.2,Active,13.159321,80.111126
VH255,Agent_255,Cycle,Ambattur,2024-03-11 20:46:00,20,22.8,13.72,5.1,18.6,Active,13.153677,80.157781
VH255,Agent_255,Cycle,Ambattur,2024-02-03 08:36:00,8,31.7,9.03,19.6,36.3,Idle,13.131235,80.187957
VH255,Agent_255,Cycle,Ambattur,2024-03-12 13:58:00,13,25.7,3.49,11.4,45.6,Delayed,13.077198,80.151646
VH255,Agent_255,Cycle,Ambattur,2024-03-28 22:11:00,22,38.9,9.35,12.3,24.0,Active,13.124131,80.107897
VH255,Agent_255,Cycle,Ambattur,2024-03-10 16:22:00,16,40.9,11.84,0.5,40.0,Active,13.162565,80.168505
VH255,Agent_255,Cycle,Ambattur,2024-03-15 20:52:00,20,27.8,2.55,16.5,19.3,Idle,13.080464,80.195385
VH255,Agent_255,Cycle,Ambattur,2024-03-27 11:54:00,11,15.5,4.93,11.2,40.1,Active,13.156473,80.180547
VH256,Agent_256,Bike,Anna Nagar,2024-03-06 08:45:00,8,30.7,3.57,11.3,35.0,Active,13.108171,80.231018
VH256,Agent_256,Bike,Anna Nagar,2024-01-21 14:21:00,14,22.9,14.75,15.9,13.7,Idle,13.103829,80.182072
VH256,Agent_256,Bike,Anna Nagar,2024-02-02 19:35:00,19,22.6,10.87,14.6,29.7,Active,13.078867,80.2383
VH256,Agent_256,Bike,Anna Nagar,2024-01-19 16:09:00,16,27.1,2.21,8.7,49.4,Delayed,13.114219,80.243962
VH256,Agent_256,Bike,Anna Nagar,2024-03-01 15:26:00,15,47.6,10.83,7.9,31.6,Active,13.100478,80.182943
VH257,Agent_257,Cycle,Ambattur,2024-03-03 22:43:00,22,18.9,0.78,14.9,30.0,Active,13.07598,80.132116
VH257,Agent_257,Cycle,Ambattur,2024-02-05 12:57:00,12,16.4,10.14,8.7,12.6,Active,13.085252,80.150333
VH257,Agent_257,Cycle,Ambattur,2024-01-27 10:26:00,10,41.5,4.27,17.7,17.4,Idle,13.073875,80.197057
VH257,Agent_257,Cycle,Ambattur,2024-02-09 21:38:00,21,43.5,3.95,13.2,49.4,Delayed,13.121147,80.141173
VH257,Agent_257,Cycle,Ambattur,2024-03-26 09:49:00,9,20.3,9.1,20.0,17.4,Idle,13.133651,80.108771
VH257,Agent_257,Cycle,Ambattur,2024-01-13 20:21:00,20,40.3,1.54,16.2,15.2,Idle,13.148241,80.149617
VH257,Agent_257,Cycle,Ambattur,2024-01-11 10:50:00,10,15.1,10.95,12.2,14.3,Active,13.132007,80.182024
VH257,Agent_257,Cycle,Ambattur,2024-03-08 14:02:00,14,37.3,2.36,13.0,58.0,Delayed,13.111621,80.166573
VH258,Agent_258,Bike,Tambaram,2024-02-22 13:27:00,13,41.5,3.38,5.9,34.7,Active,12.924687,80.134181
VH258,Agent_258,Bike,Tambaram,2024-01-16 09:39:00,9,28.7,7.79,15.8,38.4,Idle,12.955035,80.09105
VH258,Agent_258,Bike,Tambaram,2024-02-07 18:18:00,18,24.1,2.57,4.1,21.6,Active,12.957522,80.072763
VH258,Agent_258,Bike,Tambaram,2024-03-28 08:53:00,8,13.0,11.41,15.6,11.2,Idle,12.927344,80.13061
VH258,Agent_258,Bike,Tambaram,2024-03-10 08:38:00,8,45.8,0.92,9.7,31.2,Active,12.899463,80.060928
VH258,Agent_258,Bike,Tambaram,2024-03-11 22:04:00,22,13.7,4.98,17.6,48.4,Idle,12.954338,80.059897
VH259,Agent_259,Bike,Adyar,2024-02-14 15:22:00,15,38.3,4.6,14.0,34.5,Active,12.985847,80.303805
VH259,Agent_259,Bike,Adyar,2024-01-19 20:56:00,20,24.7,1.35,12.5,49.2,Delayed,13.049173,80.233328
VH259,Agent_259,Bike,Adyar,2024-02-23 15:31:00,15,18.9,10.05,18.5,59.6,Idle,13.021952,80.209617
VH259,Agent_259,Bike,Adyar,2024-03-16 22:10:00,22,28.6,2.19,18.9,48.1,Idle,13.03822,80.220365
VH259,Agent_259,Bike,Adyar,2024-01-21 23:44:00,23,28.3,2.7,18.2,26.1,Idle,13.047227,80.275817
VH259,Agent_259,Bike,Adyar,2024-03-09 20:37:00,20,28.0,6.28,0.7,42.2,Active,13.031337,80.246263
VH259,Agent_259,Bike,Adyar,2024-02-11 15:35:00,15,16.0,12.64,13.3,53.6,Delayed,12.999265,80.261683
VH259,Agent_259,Bike,Adyar,2024-01-17 18:36:00,18,21.3,8.77,6.3,19.2,Active,13.014377,80.232212
VH259,Agent_259,Bike,Adyar,2024-01-13 19:19:00,19,5.1,4.18,11.6,45.3,Delayed,12.996112,80.263566
VH259,Agent_259,Bike,Adyar,2024-03-07 21:38:00,21,27.2,4.56,1.6,35.1,Active,12.994759,80.247985
VH259,Agent_259,Bike,Adyar,2024-03-28 18:01:00,18,40.8,4.61,16.9,55.0,Idle,13.034527,80.231496
VH259,Agent_259,Bike,Adyar,2024-01-07 12:03:00,12,43.5,5.17,12.4,33.6,Active,13.012153,80.265019
VH259,Agent_259,Bike,Adyar,2024-01-05 22:03:00,22,27.0,5.63,13.8,54.6,Delayed,12.982578,80.220684
VH259,Agent_259,Bike,Adyar,2024-03-01 09:49:00,9,2.4,3.97,18.6,58.9,Idle,12.97258,80.217051
VH260,Agent_260,Bike,Adyar,2024-01-28 16:57:00,16,43.4,4.82,1.4,45.9,Delayed,13.046261,80.279468
VH260,Agent_260,Bike,Adyar,2024-03-04 21:36:00,21,45.3,2.19,12.6,55.7,Delayed,12.956405,80.294925
VH260,Agent_260,Bike,Adyar,2024-02-22 19:52:00,19,27.9,9.81,6.6,45.6,Delayed,13.009786,80.304108
VH260,Agent_260,Bike,Adyar,2024-01-15 22:40:00,22,43.2,2.92,1.1,38.9,Active,13.00443,80.297032
VH260,Agent_260,Bike,Adyar,2024-02-19 13:30:00,13,54.7,10.39,7.0,25.1,Active,13.032823,80.305326
VH260,Agent_260,Bike,Adyar,2024-01-04 12:30:00,12,12.7,14.04,3.4,14.0,Active,12.990085,80.211242
VH260,Agent_260,Bike,Adyar,2024-03-26 09:26:00,9,35.3,3.2,3.4,49.3,Delayed,12.971054,80.255983
VH260,Agent_260,Bike,Adyar,2024-02-16 09:56:00,9,45.2,13.85,14.5,53.7,Delayed,13.025431,80.283541
VH260,Agent_260,Bike,Adyar,2024-03-14 19:53:00,19,6.7,13.33,4.9,18.0,Active,13.048574,80.272836
VH260,Agent_260,Bike,Adyar,2024-01-12 13:33:00,13,30.0,11.32,14.0,36.3,Active,12.992024,80.234546
VH260,Agent_260,Bike,Adyar,2024-02-26 13:20:00,13,19.2,9.26,4.2,11.6,Active,12.968371,80.259483
VH261,Agent_261,Cycle,Mylapore,2024-01-09 21:31:00,21,39.7,2.01,1.9,50.3,Delayed,13.015799,80.280491
VH261,Agent_261,Cycle,Mylapore,2024-01-25 22:52:00,22,34.0,2.91,19.4,37.1,Idle,13.01513,80.217624
VH261,Agent_261,Cycle,Mylapore,2024-02-07 17:42:00,17,20.2,1.26,8.5,13.3,Active,12.999494,80.310962
VH261,Agent_261,Cycle,Mylapore,2024-03-27 18:04:00,18,25.6,13.5,16.6,54.5,Idle,13.064637,80.278457
VH261,Agent_261,Cycle,Mylapore,2024-03-09 11:14:00,11,36.1,0.7,5.6,10.2,Active,13.08389,80.254961
VH261,Agent_261,Cycle,Mylapore,2024-02-11 16:39:00,16,24.7,3.94,10.3,56.8,Delayed,13.026425,80.313982
VH261,Agent_261,Cycle,Mylapore,2024-01-16 22:34:00,22,32.2,13.09,2.7,42.7,Active,13.040698,80.246388
VH261,Agent_261,Cycle,Mylapore,2024-01-27 12:35:00,12,34.4,14.8,0.1,38.6,Active,13.051286,80.254994
VH261,Agent_261,Cycle,Mylapore,2024-02-09 14:20:00,14,21.8,0.98,12.4,36.9,Active,13.081894,80.21982
VH261,Agent_261,Cycle,Mylapore,2024-02-03 11:16:00,11,35.9,13.48,3.4,46.1,Delayed,13.018894,80.242825
VH261,Agent_261,Cycle,Mylapore,2024-03-07 09:26:00,9,27.3,4.44,14.0,22.7,Active,13.040222,80.29998
VH261,Agent_261,Cycle,Mylapore,2024-03-17 16:05:00,16,23.4,8.43,11.6,18.4,Active,13.058001,80.256096
VH262,Agent_262,Cycle,Porur,2024-02-10 18:15:00,18,36.1,12.19,4.4,40.1,Active,13.026129,80.185029
VH262,Agent_262,Cycle,Porur,2024-01-13 17:31:00,17,22.5,14.81,17.4,32.3,Idle,13.023531,80.143019
VH262,Agent_262,Cycle,Porur,2024-02-19 11:03:00,11,0.0,4.8,0.5,14.7,Active,12.991127,80.175254
VH262,Agent_262,Cycle,Porur,2024-03-18 14:03:00,14,13.9,8.86,14.7,51.9,Delayed,13.067503,80.186956
VH262,Agent_262,Cycle,Porur,2024-03-07 09:25:00,9,26.6,13.11,9.7,19.9,Active,13.034539,80.136545
VH262,Agent_262,Cycle,Porur,2024-03-26 18:50:00,18,13.4,2.99,1.1,45.1,Delayed,13.009501,80.179751
VH262,Agent_262,Cycle,Porur,2024-02-13 23:51:00,23,40.8,9.25,4.7,42.0,Active,12.989933,80.116177
VH262,Agent_262,Cycle,Porur,2024-02-13 13:13:00,13,20.8,1.07,15.1,21.9,Idle,13.01,80.200313
VH262,Agent_262,Cycle,Porur,2024-02-20 11:17:00,11,24.5,5.91,15.8,56.0,Idle,13.037916,80.143182
VH262,Agent_262,Cycle,Porur,2024-01-10 16:11:00,16,26.7,5.39,7.6,27.0,Active,13.019401,80.127428
VH262,Agent_262,Cycle,Porur,2024-01-21 17:16:00,17,41.6,7.44,19.1,40.6,Idle,13.02368,80.138368
VH262,Agent_262,Cycle,Porur,2024-02-19 13:45:00,13,15.8,4.93,19.1,49.9,Idle,13.04362,80.113289
VH262,Agent_262,Cycle,Porur,2024-01-15 20:08:00,20,42.0,11.86,18.6,46.0,Idle,13.005029,80.147441
VH263,Agent_263,Bike,T Nagar,2024-01-03 10:29:00,10,28.0,5.22,15.7,44.0,Idle,13.058207,80.209609
VH263,Agent_263,Bike,T Nagar,2024-02-15 09:42:00,9,37.2,6.84,11.1,28.3,Active,13.004503,80.189954
VH263,Agent_263,Bike,T Nagar,2024-02-17 14:51:00,14,19.8,6.79,7.9,27.5,Active,13.009201,80.260176
VH263,Agent_263,Bike,T Nagar,2024-03-17 18:51:00,18,24.2,5.56,13.7,48.3,Delayed,12.993384,80.239881
VH263,Agent_263,Bike,T Nagar,2024-03-13 10:14:00,10,31.6,4.34,2.7,47.6,Delayed,13.048083,80.215437
VH263,Agent_263,Bike,T Nagar,2024-02-01 20:24:00,20,1.4,6.38,6.6,11.2,Active,13.021311,80.25744
VH263,Agent_263,Bike,T Nagar,2024-02-09 14:23:00,14,27.1,1.29,18.7,54.8,Idle,13.001562,80.27388
VH263,Agent_263,Bike,T Nagar,2024-03-25 11:12:00,11,33.5,4.3,14.2,37.5,Active,13.02679,80.239232
VH263,Agent_263,Bike,T Nagar,2024-03-24 19:57:00,19,19.4,8.98,13.8,49.4,Delayed,13.050733,80.236614
VH263,Agent_263,Bike,T Nagar,2024-02-18 08:53:00,8,26.0,4.91,0.9,40.0,Active,13.012099,80.229287
VH263,Agent_263,Bike,T Nagar,2024-03-24 08:45:00,8,34.8,12.64,18.7,33.1,Idle,13.001492,80.238902
VH263,Agent_263,Bike,T Nagar,2024-01-16 17:58:00,17,45.9,5.97,4.4,47.1,Delayed,13.062074,80.26337
VH263,Agent_263,Bike,T Nagar,2024-03-26 18:19:00,18,17.7,8.03,11.8,49.8,Delayed,13.062817,80.251834
VH263,Agent_263,Bike,T Nagar,2024-01-20 17:25:00,17,34.6,10.08,18.4,44.1,Idle,12.994243,80.225275
VH264,Agent_264,Scooter,Mylapore,2024-03-18 18:22:00,18,44.7,8.04,8.9,57.3,Delayed,13.008414,80.276687
VH264,Agent_264,Scooter,Mylapore,2024-01-27 16:56:00,16,15.5,13.22,2.2,15.3,Active,13.078121,80.29738
VH264,Agent_264,Scooter,Mylapore,2024-03-03 23:18:00,23,42.8,8.72,11.2,32.8,Active,13.011981,80.315703
VH264,Agent_264,Scooter,Mylapore,2024-01-20 19:28:00,19,26.9,6.46,7.1,26.4,Active,13.048171,80.296954
VH264,Agent_264,Scooter,Mylapore,2024-03-21 18:24:00,18,15.3,13.6,19.5,46.6,Idle,13.047949,80.287203
VH264,Agent_264,Scooter,Mylapore,2024-03-15 08:50:00,8,47.1,5.51,13.4,47.2,Delayed,13.021048,80.228396
VH264,Agent_264,Scooter,Mylapore,2024-02-16 12:34:00,12,31.7,7.39,5.9,21.9,Active,13.038866,80.29182
VH264,Agent_264,Scooter,Mylapore,2024-02-04 22:45:00,22,21.6,11.35,9.4,46.0,Delayed,13.037774,80.259845
VH264,Agent_264,Scooter,Mylapore,2024-03-06 20:13:00,20,25.8,7.2,2.7,26.4,Active,13.020356,80.315202
VH264,Agent_264,Scooter,Mylapore,2024-03-12 23:41:00,23,29.1,14.23,17.2,10.9,Idle,13.074156,80.250538
VH264,Agent_264,Scooter,Mylapore,2024-03-27 22:35:00,22,43.4,8.28,8.0,36.0,Active,13.030927,80.219396
VH264,Agent_264,Scooter,Mylapore,2024-01-13 15:53:00,15,33.4,4.54,17.6,12.8,Idle,12.994251,80.268639
VH265,Agent_265,Cycle,T Nagar,2024-02-05 08:12:00,8,36.9,3.66,19.3,42.6,Idle,13.053569,80.248542
VH265,Agent_265,Cycle,T Nagar,2024-03-08 10:15:00,10,35.5,10.02,12.6,32.1,Active,12.994634,80.266953
VH265,Agent_265,Cycle,T Nagar,2024-02-11 12:30:00,12,21.8,14.12,2.0,32.2,Active,13.062668,80.205585
VH265,Agent_265,Cycle,T Nagar,2024-03-09 19:35:00,19,39.8,14.33,13.8,20.9,Active,12.995833,80.204214
VH265,Agent_265,Cycle,T Nagar,2024-02-18 14:23:00,14,23.8,5.61,0.9,56.1,Delayed,13.033645,80.234954
VH265,Agent_265,Cycle,T Nagar,2024-03-17 16:41:00,16,17.7,10.2,3.8,44.4,Active,13.039475,80.211167
VH265,Agent_265,Cycle,T Nagar,2024-02-11 12:01:00,12,31.0,14.21,19.9,54.2,Idle,13.031374,80.213967
VH265,Agent_265,Cycle,T Nagar,2024-03-14 09:00:00,9,25.6,5.12,19.4,16.5,Idle,13.078494,80.258774
VH265,Agent_265,Cycle,T Nagar,2024-01-22 13:48:00,13,29.8,2.74,14.8,16.6,Active,13.004893,80.253722
VH266,Agent_266,Bike,Chromepet,2024-02-22 16:18:00,16,43.9,5.97,7.8,44.0,Active,12.922207,80.140323
VH266,Agent_266,Bike,Chromepet,2024-03-05 13:44:00,13,28.7,11.02,11.9,59.6,Delayed,12.976037,80.158145
VH266,Agent_266,Bike,Chromepet,2024-01-15 20:23:00,20,43.3,10.35,2.8,50.9,Delayed,12.981908,80.139381
VH266,Agent_266,Bike,Chromepet,2024-03-22 08:58:00,8,27.7,5.28,16.3,35.5,Idle,12.995697,80.144837
VH266,Agent_266,Bike,Chromepet,2024-02-21 10:41:00,10,47.7,5.57,1.7,35.2,Active,12.947862,80.174707
VH266,Agent_266,Bike,Chromepet,2024-01-18 17:15:00,17,32.6,12.23,6.7,54.4,Delayed,12.91958,80.142976
VH267,Agent_267,Bike,Anna Nagar,2024-01-01 18:47:00,18,45.5,7.32,10.1,49.4,Delayed,13.131807,80.235399
VH267,Agent_267,Bike,Anna Nagar,2024-02-28 09:43:00,9,55.7,3.69,0.4,52.7,Delayed,13.118003,80.165027
VH267,Agent_267,Bike,Anna Nagar,2024-03-09 12:42:00,12,24.4,2.43,8.7,36.6,Active,13.120244,80.21494
VH267,Agent_267,Bike,Anna Nagar,2024-02-12 12:04:00,12,22.7,2.27,6.7,14.0,Active,13.063193,80.213186
VH267,Agent_267,Bike,Anna Nagar,2024-01-26 08:59:00,8,17.9,14.83,1.1,18.5,Active,13.040169,80.175954
VH267,Agent_267,Bike,Anna Nagar,2024-03-08 22:47:00,22,26.5,9.3,13.9,25.0,Active,13.05834,80.205437
VH267,Agent_267,Bike,Anna Nagar,2024-01-10 18:39:00,18,32.9,10.05,14.3,55.9,Delayed,13.086712,80.236461
VH267,Agent_267,Bike,Anna Nagar,2024-02-01 16:49:00,16,47.2,3.87,9.7,24.4,Active,13.096835,80.17141
VH267,Agent_267,Bike,Anna Nagar,2024-02-15 16:53:00,16,26.9,11.52,4.5,31.2,Active,13.050633,80.203803
VH267,Agent_267,Bike,Anna Nagar,2024-01-20 12:38:00,12,47.6,1.47,19.3,51.3,Idle,13.093074,80.198913
VH267,Agent_267,Bike,Anna Nagar,2024-01-25 19:53:00,19,22.5,5.07,17.4,43.0,Idle,13.052076,80.182784
VH267,Agent_267,Bike,Anna Nagar,2024-02-04 10:39:00,10,8.8,7.01,12.0,27.1,Active,13.086493,80.177168
VH267,Agent_267,Bike,Anna Nagar,2024-01-23 10:32:00,10,50.9,12.37,7.6,54.9,Delayed,13.101291,80.245354
VH268,Agent_268,Cycle,Chromepet,2024-01-18 14:21:00,14,29.3,8.3,8.7,26.6,Active,12.999153,80.129524
VH268,Agent_268,Cycle,Chromepet,2024-03-13 20:16:00,20,9.6,1.88,18.5,22.1,Idle,12.961105,80.10522
VH268,Agent_268,Cycle,Chromepet,2024-03-17 08:07:00,8,20.6,4.14,19.6,36.8,Idle,12.997524,80.167766
VH268,Agent_268,Cycle,Chromepet,2024-03-21 16:17:00,16,32.4,1.93,7.0,52.3,Delayed,12.980416,80.16661
VH268,Agent_268,Cycle,Chromepet,2024-01-13 21:49:00,21,15.3,14.01,19.3,38.5,Idle,12.987437,80.191884
VH268,Agent_268,Cycle,Chromepet,2024-03-04 17:16:00,17,56.4,3.4,8.1,59.8,Delayed,12.951504,80.189354
VH268,Agent_268,Cycle,Chromepet,2024-03-03 23:24:00,23,43.1,3.66,3.4,12.2,Active,12.947048,80.117129
VH268,Agent_268,Cycle,Chromepet,2024-02-27 19:17:00,19,58.4,8.03,7.3,22.9,Active,12.901972,80.120351
VH269,Agent_269,Bike,Chromepet,2024-01-05 22:48:00,22,1.5,10.42,15.3,29.9,Idle,12.946449,80.194265
VH269,Agent_269,Bike,Chromepet,2024-02-07 11:52:00,11,32.3,5.43,0.0,31.4,Active,12.936627,80.141418
